date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:24:21	818/818	---M-Z	200	added ('OK')	text/xml	date:Thu,%2021%20Oct%202021%2006:24:23%20GMT	https://bitgamble.org/xmlrpc.php?rsd	C:/My%20Web%20Sites/JB/bitgamble.org/xmlrpc0db0.php	(from https://bitgamble.org/)
09:24:22	1045/1045	---M-Z	200	added ('OK')	application/xml	date:Wed,%2029%20Jan%202020%2000:31:11%20GMT	https://bitgamble.org/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/JB/bitgamble.org/wp-includes/wlwmanifest.xml	(from https://bitgamble.org/)
09:24:22	2196/2196	---MCZ	200	added ('OK')	application/json	etag:W/%22407-1634507111;;;%22	https://bitgamble.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbitgamble.org%2F	C:/My%20Web%20Sites/JB/bitgamble.org/wp-json/oembed/1.0/embedceee.json	(from https://bitgamble.org/)
09:24:22	2295/2295	---M-Z	200	added ('OK')	text/xml	etag:%22464-1634797464;gz%22	https://bitgamble.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbitgamble.org%2F&format=xml	C:/My%20Web%20Sites/JB/bitgamble.org/wp-json/oembed/1.0/embed9b9a	(from https://bitgamble.org/)
09:24:22	1163/1163	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jan%202020%2000:04:19%20GMT	https://bitgamble.org/wp-content/uploads/2019/12/cropped-icon-32x32.png	C:/My%20Web%20Sites/JB/bitgamble.org/wp-content/uploads/2019/12/cropped-icon-32x32.png	(from https://bitgamble.org/)
09:24:22	16039/16039	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jan%202020%2000:04:17%20GMT	https://bitgamble.org/wp-content/uploads/2019/12/cropped-icon-192x192.png	C:/My%20Web%20Sites/JB/bitgamble.org/wp-content/uploads/2019/12/cropped-icon-192x192.png	(from https://bitgamble.org/)
09:24:23	21341/21341	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jan%202020%2000:04:17%20GMT	https://bitgamble.org/wp-content/uploads/2019/12/cropped-icon-180x180.png	C:/My%20Web%20Sites/JB/bitgamble.org/wp-content/uploads/2019/12/cropped-icon-180x180.png	(from https://bitgamble.org/)
09:24:23	30976/30976	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Oct%202021%2006:24:25%20GMT	https://bitgamble.org/wp-content/themes/hyipdog/assets/images/favicon.png	C:/My%20Web%20Sites/JB/bitgamble.org/wp-content/themes/hyipdog/assets/images/favicon.png	(from https://bitgamble.org/)
09:24:23	1453/1453	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jan%202020%2000:02:13%20GMT	https://bitgamble.org/wp-content/themes/hyipdog/assets/favicon.png	C:/My%20Web%20Sites/JB/bitgamble.org/wp-content/themes/hyipdog/assets/favicon.png	(from https://bitgamble.org/)
09:24:23	19442/19442	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Feb%202020%2007:43:45%20GMT	https://bitgamble.org/wp-content/themes/hyipdog/assets/images/bg2.png	C:/My%20Web%20Sites/JB/bitgamble.org/wp-content/themes/hyipdog/assets/images/bg2.png	(from https://bitgamble.org/)
09:24:24	91864/91864	---M--	200	added ('OK')	image/jpeg	date:Sun,%2011%20Apr%202021%2021:58:49%20GMT	https://bitgamble.org/wp-content/uploads/2021/04/728x90.jpg	C:/My%20Web%20Sites/JB/bitgamble.org/wp-content/uploads/2021/04/728x90.jpg	(from https://bitgamble.org/)
09:24:24	148821/148821	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Oct%202021%2006:24:26%20GMT	https://bitgamble.org/bitcoin-casino/	C:/My%20Web%20Sites/JB/bitgamble.org/bitcoin-casino/index.html	(from https://bitgamble.org/)
09:24:24	82789/82789	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Oct%202021%2006:24:26%20GMT	https://bitgamble.org/free-bitcoin-faucet/	C:/My%20Web%20Sites/JB/bitgamble.org/free-bitcoin-faucet/index.html	(from https://bitgamble.org/)
09:24:25	50363/50363	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Oct%202021%2006:24:27%20GMT	https://bitgamble.org/?post_type=post	C:/My%20Web%20Sites/JB/bitgamble.org/indexa5e2.html	(from https://bitgamble.org/)
09:24:25	50960/50960	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Oct%202021%2006:24:27%20GMT	https://bitgamble.org/bitcoin-poker-sites/	C:/My%20Web%20Sites/JB/bitgamble.org/bitcoin-poker-sites/index.html	(from https://bitgamble.org/)
09:24:25	16930/16930	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jan%202020%2000:13:29%20GMT	https://bitgamble.org/wp-content/plugins/wp-postratings/images/stars(png)/rating_on.png	C:/My%20Web%20Sites/JB/bitgamble.org/wp-content/plugins/wp-postratings/images/stars(png)/rating_on.png	(from https://bitgamble.org/)
09:24:25	192023/192023	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jan%202020%2000:05:56%20GMT	https://bitgamble.org/wp-content/uploads/2019/12/stakestake-logo.png	C:/My%20Web%20Sites/JB/bitgamble.org/wp-content/uploads/2019/12/stakestake-logo.png	(from https://bitgamble.org/)
09:24:25	16741/16741	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jan%202020%2000:13:29%20GMT	https://bitgamble.org/wp-content/plugins/wp-postratings/images/stars(png)/rating_off.png	C:/My%20Web%20Sites/JB/bitgamble.org/wp-content/plugins/wp-postratings/images/stars(png)/rating_off.png	(from https://bitgamble.org/)
09:24:25	33220/33220	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Oct%202021%2006:24:27%20GMT	https://bitgamble.org/about-us/	C:/My%20Web%20Sites/JB/bitgamble.org/about-us/index.html	(from https://bitgamble.org/)
09:24:25	771/771	---M--	200	added ('OK')	image/gif	date:Wed,%2029%20Jan%202020%2000:02:01%20GMT	https://bitgamble.org/wp-content/plugins/wp-postratings/images/loading.gif	C:/My%20Web%20Sites/JB/bitgamble.org/wp-content/plugins/wp-postratings/images/loading.gif	(from https://bitgamble.org/)
09:24:25	58951/58951	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jan%202020%2000:05:44%20GMT	https://bitgamble.org/wp-content/uploads/2019/12/sportsbetlogo1.png	C:/My%20Web%20Sites/JB/bitgamble.org/wp-content/uploads/2019/12/sportsbetlogo1.png	(from https://bitgamble.org/)
09:24:26	61162/61162	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Oct%202021%2006:24:28%20GMT	https://bitgamble.org/bitcoin-casino/bitcoin-casino-reviews-stake-review/	C:/My%20Web%20Sites/JB/bitgamble.org/bitcoin-casino/bitcoin-casino-reviews-stake-review/index.html	(from https://bitgamble.org/)
09:24:26	16863/16863	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jan%202020%2000:13:27%20GMT	https://bitgamble.org/wp-content/plugins/wp-postratings/images/stars(png)/rating_half.png	C:/My%20Web%20Sites/JB/bitgamble.org/wp-content/plugins/wp-postratings/images/stars(png)/rating_half.png	(from https://bitgamble.org/)
09:24:26	58473/58473	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Oct%202021%2006:24:28%20GMT	https://bitgamble.org/bitcoin-casino/bitcoin-casino-101-sportsbetio-review/	C:/My%20Web%20Sites/JB/bitgamble.org/bitcoin-casino/bitcoin-casino-101-sportsbetio-review/index.html	(from https://bitgamble.org/)
09:24:26	37384/37384	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Jan%202020%2000:04:14%20GMT	https://bitgamble.org/wp-content/uploads/2019/12/CloudBet-Logo-300x300.jpg	C:/My%20Web%20Sites/JB/bitgamble.org/wp-content/uploads/2019/12/CloudBet-Logo-300x300.jpg	(from https://bitgamble.org/)
09:24:26	28326/28326	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jun%202020%2016:55:30%20GMT	https://bitgamble.org/wp-content/uploads/2020/06/winz.io_.jpg	C:/My%20Web%20Sites/JB/bitgamble.org/wp-content/uploads/2020/06/winz.io_.jpg	(from https://bitgamble.org/)
09:24:27	6364/6364	---M--	200	added ('OK')	image/png	date:Wed,%2025%20Aug%202021%2015:09:59%20GMT	https://bitgamble.org/wp-content/uploads/2021/08/goodman-casino-review-bitgamble.png	C:/My%20Web%20Sites/JB/bitgamble.org/wp-content/uploads/2021/08/goodman-casino-review-bitgamble.png	(from https://bitgamble.org/)
09:24:27	15935/15935	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Mar%202021%2021:49:30%20GMT	https://bitgamble.org/wp-content/uploads/2021/03/cryptothrills.jpg	C:/My%20Web%20Sites/JB/bitgamble.org/wp-content/uploads/2021/03/cryptothrills.jpg	(from https://bitgamble.org/)
09:24:27	58714/58714	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Oct%202021%2006:24:29%20GMT	https://bitgamble.org/bitcoin-casino/bitcoin-casino-101-cloudbet-review/	C:/My%20Web%20Sites/JB/bitgamble.org/bitcoin-casino/bitcoin-casino-101-cloudbet-review/index.html	(from https://bitgamble.org/)
09:24:27	16112/16112	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20Nov%202020%2009:39:36%20GMT	https://bitgamble.org/wp-content/uploads/2020/11/BETROOM-LOGO.jpg	C:/My%20Web%20Sites/JB/bitgamble.org/wp-content/uploads/2020/11/BETROOM-LOGO.jpg	(from https://bitgamble.org/)
09:24:27	16039/16039	---M--	200	added ('OK')	image/jpeg	date:Wed,%2005%20Aug%202020%2012:41:07%20GMT	https://bitgamble.org/wp-content/uploads/2020/08/vegaz-casino-1.jpg	C:/My%20Web%20Sites/JB/bitgamble.org/wp-content/uploads/2020/08/vegaz-casino-1.jpg	(from https://bitgamble.org/)
09:24:28	16353/16353	---M--	200	added ('OK')	image/jpeg	date:Sun,%2012%20Jul%202020%2016:06:46%20GMT	https://bitgamble.org/wp-content/uploads/2020/07/MELBET.jpg	C:/My%20Web%20Sites/JB/bitgamble.org/wp-content/uploads/2020/07/MELBET.jpg	(from https://bitgamble.org/)
09:24:28	57433/57433	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Oct%202021%2006:24:30%20GMT	https://bitgamble.org/bitcoin-casino/winz-io-casino-review/	C:/My%20Web%20Sites/JB/bitgamble.org/bitcoin-casino/winz-io-casino-review/index.html	(from https://bitgamble.org/)
09:24:28	59492/59492	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Oct%202021%2006:24:30%20GMT	https://bitgamble.org/bitcoin-casino/goodmancasino-review/	C:/My%20Web%20Sites/JB/bitgamble.org/bitcoin-casino/goodmancasino-review/index.html	(from https://bitgamble.org/)
09:24:28	33911/33911	---M--	200	added ('OK')	image/png	date:Mon,%2022%20Jun%202020%2013:54:50%20GMT	https://bitgamble.org/wp-content/uploads/2020/06/3Rsnz7rZ_400x400.png	C:/My%20Web%20Sites/JB/bitgamble.org/wp-content/uploads/2020/06/3Rsnz7rZ_400x400.png	(from https://bitgamble.org/)
09:24:28	7097/7097	---M--	200	added ('OK')	image/png	date:Thu,%2014%20May%202020%2022:14:08%20GMT	https://bitgamble.org/wp-content/uploads/2020/05/logo.png	C:/My%20Web%20Sites/JB/bitgamble.org/wp-content/uploads/2020/05/logo.png	(from https://bitgamble.org/)
09:24:28	20412/20412	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Apr%202020%2020:00:28%20GMT	https://bitgamble.org/wp-content/uploads/2020/04/eosbet__token_3d.png	C:/My%20Web%20Sites/JB/bitgamble.org/wp-content/uploads/2020/04/eosbet__token_3d.png	(from https://bitgamble.org/)
09:24:29	18136/18136	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Mar%202020%2018:47:27%20GMT	https://bitgamble.org/wp-content/uploads/2020/03/1xbit.jpg	C:/My%20Web%20Sites/JB/bitgamble.org/wp-content/uploads/2020/03/1xbit.jpg	(from https://bitgamble.org/)
09:24:29	63416/63416	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jan%202020%2000:04:56%20GMT	https://bitgamble.org/wp-content/uploads/2019/12/mBitcasinologo.png	C:/My%20Web%20Sites/JB/bitgamble.org/wp-content/uploads/2019/12/mBitcasinologo.png	(from https://bitgamble.org/)
09:24:29	57217/57217	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Oct%202021%2006:24:31%20GMT	https://bitgamble.org/bitcoin-casino/cryptothrills-casino-review/	C:/My%20Web%20Sites/JB/bitgamble.org/bitcoin-casino/cryptothrills-casino-review/index.html	(from https://bitgamble.org/)
09:24:29	43322/43322	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Jan%202020%2000:05:11%20GMT	https://bitgamble.org/wp-content/uploads/2019/12/primedice-logo.jpg	C:/My%20Web%20Sites/JB/bitgamble.org/wp-content/uploads/2019/12/primedice-logo.jpg	(from https://bitgamble.org/)
09:24:29	12925/12925	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jan%202020%2000:14:51%20GMT	https://bitgamble.org/wp-content/themes/hyipdog/assets/images/other_methods_img.png	C:/My%20Web%20Sites/JB/bitgamble.org/wp-content/themes/hyipdog/assets/images/other_methods_img.png	(from https://bitgamble.org/)
09:24:30	22508/22508	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Jan%202020%2000:03:22%20GMT	https://bitgamble.org/wp-content/uploads/2019/12/afc79f26347dc0838916f5074e4a842e.jpeg	C:/My%20Web%20Sites/JB/bitgamble.org/wp-content/uploads/2019/12/afc79f26347dc0838916f5074e4a842e.jpg	(from https://bitgamble.org/)
09:24:30	57203/57203	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Oct%202021%2006:24:32%20GMT	https://bitgamble.org/bitcoin-casino/betroom24-review/	C:/My%20Web%20Sites/JB/bitgamble.org/bitcoin-casino/betroom24-review/index.html	(from https://bitgamble.org/)
09:24:30	22181/22181	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Feb%202020%2019:14:44%20GMT	https://bitgamble.org/wp-content/uploads/2019/12/TF-new-logo.png	C:/My%20Web%20Sites/JB/bitgamble.org/wp-content/uploads/2019/12/TF-new-logo.png	(from https://bitgamble.org/)
09:24:30	122731/122731	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jan%202020%2000:03:30%20GMT	https://bitgamble.org/wp-content/uploads/2019/12/bspin-io-casino-logo.png	C:/My%20Web%20Sites/JB/bitgamble.org/wp-content/uploads/2019/12/bspin-io-casino-logo.png	(from https://bitgamble.org/)
09:24:30	56875/56875	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Oct%202021%2006:24:32%20GMT	https://bitgamble.org/bitcoin-casino/vegaz-casino-review/	C:/My%20Web%20Sites/JB/bitgamble.org/bitcoin-casino/vegaz-casino-review/index.html	(from https://bitgamble.org/)
09:24:31	269051/269051	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jan%202020%2000:05:09%20GMT	https://bitgamble.org/wp-content/uploads/2019/12/playamo-casino-logo.png	C:/My%20Web%20Sites/JB/bitgamble.org/wp-content/uploads/2019/12/playamo-casino-logo.png	(from https://bitgamble.org/)
09:24:31	60517/60517	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Oct%202021%2006:24:33%20GMT	https://bitgamble.org/bitcoin-casino/melbet-casino-review/	C:/My%20Web%20Sites/JB/bitgamble.org/bitcoin-casino/melbet-casino-review/index.html	(from https://bitgamble.org/)
09:24:31	57092/57092	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Oct%202021%2006:24:33%20GMT	https://bitgamble.org/bitcoin-casino/peergame-review/	C:/My%20Web%20Sites/JB/bitgamble.org/bitcoin-casino/peergame-review/index.html	(from https://bitgamble.org/)
09:24:31	60034/60034	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Oct%202021%2006:24:33%20GMT	https://bitgamble.org/bitcoin-casino/bc-game-review/	C:/My%20Web%20Sites/JB/bitgamble.org/bitcoin-casino/bc-game-review/index.html	(from https://bitgamble.org/)
09:24:31	58174/58174	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Oct%202021%2006:24:33%20GMT	https://bitgamble.org/bitcoin-casino/earnbet-casino/	C:/My%20Web%20Sites/JB/bitgamble.org/bitcoin-casino/earnbet-casino/index.html	(from https://bitgamble.org/)
09:24:31	45507/45507	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jan%202020%2000:03:27%20GMT	https://bitgamble.org/wp-content/uploads/2019/12/bitstarzz-logo.png	C:/My%20Web%20Sites/JB/bitgamble.org/wp-content/uploads/2019/12/bitstarzz-logo.png	(from https://bitgamble.org/)
09:24:32	56858/56858	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Oct%202021%2006:24:34%20GMT	https://bitgamble.org/bitcoin-casino/1xbit-2/	C:/My%20Web%20Sites/JB/bitgamble.org/bitcoin-casino/1xbit-2/index.html	(from https://bitgamble.org/)
09:24:32	299316/299316	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jan%202020%2000:04:25%20GMT	https://bitgamble.org/wp-content/uploads/2019/12/crypto-games-logo.png	C:/My%20Web%20Sites/JB/bitgamble.org/wp-content/uploads/2019/12/crypto-games-logo.png	(from https://bitgamble.org/)
09:24:32	57531/57531	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Oct%202021%2006:24:34%20GMT	https://bitgamble.org/bitcoin-casino/mbit-casino-reviews/	C:/My%20Web%20Sites/JB/bitgamble.org/bitcoin-casino/mbit-casino-reviews/index.html	(from https://bitgamble.org/)
09:24:32	182456/182456	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jan%202020%2000:05:00%20GMT	https://bitgamble.org/wp-content/uploads/2019/12/mega-dice-casino-logo.png	C:/My%20Web%20Sites/JB/bitgamble.org/wp-content/uploads/2019/12/mega-dice-casino-logo.png	(from https://bitgamble.org/)
09:24:32	33590/33590	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Jan%202020%2000:03:53%20GMT	https://bitgamble.org/wp-content/uploads/2019/12/CasinoChan-logo.jpg	C:/My%20Web%20Sites/JB/bitgamble.org/wp-content/uploads/2019/12/CasinoChan-logo.jpg	(from https://bitgamble.org/)
09:24:32	86947/86947	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jan%202020%2000:06:07%20GMT	https://bitgamble.org/wp-content/uploads/2019/12/syndicate-logo.png	C:/My%20Web%20Sites/JB/bitgamble.org/wp-content/uploads/2019/12/syndicate-logo.png	(from https://bitgamble.org/)
